týþ	5829405	4944
u	5834349	2900
ub	5837249	3108
uc	5840357	3780
ucuz	5844137	6288
ud	5850425	3640
uf	5854065	3664
ug	5857729	3108
uh	5860837	3320
uj	5864157	4272
uk	5868429	3380
ul	5871809	3272
um	5875081	3452
un	5878533	3516
up	5882049	3512
ur	5885561	3408
us	5888969	3968
ut	5892937	3824
uv	5896761	3984
uy	5900745	3392
uyum	5904137	4800
uz	5908937	4104
uzay	5913041	5792
uç	5918833	3660
uð	5922493	4200
uþ	5926693	3488
v	5930181	1272
va	5931453	3508
vah	5934961	3048
vak	5938009	3584
val	5941593	4657
vals	5946250	7616
vam	5953866	4248
van	5958114	4975
vanþ	5963089	7744
vap	5970833	4296
var	5975129	3455
vaz	5978584	6576
vaþ	5985160	4814
ve	5989974	3604
ven	5993578	2532
ver	5996110	4072
vert	6000182	3529
ves	6003711	3384
vet	6007095	4480
vey	6011575	3391
veya	6014966	5840
veyn	6020806	5212
veyç	6026018	6751
vi	6032769	3684
vik	6036453	3952
vil	6040405	3207
vir	6043612	1788
vis	6045400	5439
vit	6050839	4088
viz	6054927	3656
viþ	6058583	3440
vo	6062023	3759
volt	6065782	5769
vu	6071551	3176
vun	6074727	3144
vur	6077871	3159
vurt	6081030	6037
vust	6087067	3288
vut	6090355	4912
vuz	6095267	3480
vâ	6098747	4192
vâl	6102939	4657
vî	6107596	4671
vö	6112267	4200
vöz	6116467	5070
vü	6121537	3380
vül	6124917	2638
vür	6127555	3624
vüz	6131179	2327
vüþ	6133506	5536
vý	6139042	3580
výr	6142622	3162
x	6145784	2478
y	6148262	1464
ya	6149726	3090
yak	6152816	3198
yal	6156014	3115
yam	6159129	4062
yan	6163191	3737
yani	6166928	7088
yap	6174016	3589
yar	6177605	4056
yat	6181661	4830
yav	6186491	4032
yaz	6190523	4536
yaç	6195059	4016
yað	6199075	3659
yaþ	6202734	5624
ye	6208358	3148
yek	6211506	5728
yem	6217234	4608
yen	6221842	3687
yeni	6225529	5012
yer	6230541	5344
yes	6235885	2912
yet	6238797	3883
yev	6242680	3527
yi	6246207	3944
yif	6250151	2623
yik	6252774	4896
yin	6257670	3071
yine	6260741	4672
yip	6265413	4432
yiþ	6269845	4783
yo	6274628	3390
yok	6278018	4952
yol	6282970	4648
yon	6287618	4464
yor	6292082	3767
york	6295849	5766
yot	6301615	4655
yu	6306270	3172
yuf	6309442	2859
yum	6312301	3635
yun	6315936	4176
yunt	6320112	5404
yur	6325516	2637
yurt	6328153	4799
yuþ	6332952	2296
yâ	6335248	3336
yâd	6338584	5696
yâl	6344280	3752
yâr	6348032	7488
yö	6355520	3428
yök	6358948	4768
yön	6363716	4960
yör	6368676	3988
yü	6372664	2959
yük	6375623	3976
yül	6379599	3168
yült	6382767	4671
yüs	6387438	4184
yüz	6391622	4272
yý	6395894	3384
yýf	6399278	3031
yýl	6402309	3856
yýlt	6406165	3942
yýn	6410107	3351
yýr	6413458	3664
yýs	6417122	2661
yýt	6419783	3472
z	6423255	2804
za	6426059	3654
zak	6429713	4240
zal	6433953	3272
zam	6437225	5552
zamk	6442777	7327
zan	6450104	4364
zapt	6454468	5775
zar	6460243	4376
zarf	6464619	6924
zas	6471543	3940
zat	6475483	5472
zay	6480955	3984
ze	6484939	4080
zel	6489019	3824
zelt	6492843	3989
zen	6496832	4283
zer	6501115	4845
zerv	6505960	4914
zev	6510874	3546
zevk	6514420	5933
zey	6520353	3936
zi	6524289	4440
zik	6528729	3888
zim	6532617	3312
zin	6535929	4191
zir	6540120	3267
ziz	6543387	4943
zo	6548330	3563
zol	6551893	5186
zom	6557079	4452
zon	6561531	4047
zor	6565578	5336
zu	6570914	3999
zuk	6574913	3440
zun	6578353	3968
zur	6582321	4480
zî	6586801	3812
zö	6590613	3928
zöl	6594541	3318
zör	6597859	5344
zöz	6603203	4576
zü	6607779	3108
züht	6610887	7094
züm	6617981	3880
zün	6621861	3728
zür	6625589	5056
zý	6630645	3612
zýk	6634257	3870
zýl	6638127	1757
zým	6639884	3964
zýn	6643848	3728
zýr	6647576	3792
zýrh	6651368	5647
â	6657015	2668
âciz	6659683	6280
âmin	6665963	10816
âmâ	6676779	9950
âyan	6686729	8103
âþýk	6694832	7008
ç	6701840	2624
ça	6704464	2736
çak	6707200	4084
çal	6711284	3773
çalt	6715057	5184
çam	6720241	4546
çan	6724787	4568
çar	6729355	4175
çay	6733530	4095
çað	6737625	4144
çe	6741769	2952
çek	6744721	4301
çel	6749022	4079
çen	6753101	4088
çent	6757189	6703
çer	6763892	3540
çev	6767432	3563
çeþ	6770995	4128
çi	6775123	3104
çif	6778227	3030
çift	6781257	4826
çik	6786083	6191
çil	6792274	3254
çim	6795528	3068
çin	6798596	3452
çir	6802048	2159
çiz	6804207	3680
çið	6807887	4381
çiþ	6812268	3807
ço	6816075	3153
çok	6819228	4256
çu	6823484	3724
çuk	6827208	4416
çö	6831624	3816
çöp	6835440	4432
çü	6839872	3536
çük	6843408	4472
çün	6847880	3615
çüs	6851495	3064
çý	6854559	3132
çýk	6857691	4248
çýl	6861939	3309
çýn	6865248	4191
î	6869439	3568
ö	6873007	2888
öb	6875895	3320
öc	6879215	4048
öd	6883263	3952
öf	6887215	2880
ög	6890095	3520
öh	6893615	2572
öj	6896187	4968
ök	6901155	3736
öl	6904891	3128
ölç	6908019	3967
öm	6911986	3452
ön	6915438	3524
önce	6918962	6079
öne	6925041	4207
öp	6929248	4024
ör	6933272	3200
örf	6936472	5342
örs	6941814	4432
ös	6946246	4224
öt	6950470	4024
öv	6954494	3920
öy	6958414	3468
öz	6961882	3708
özel	6965590	6247
öç	6971837	4096
öð	6975933	3656
öðün	6979589	6000
öþ	6985589	4184
û	6989773	4088
ü	6993861	3124
üb	6996985	2876
üc	6999861	3616
üd	7003477	3756
üf	7007233	2904
üg	7010137	2792
üh	7012929	3208
üj	7016137	4176
ük	7020313	3508
ül	7023821	3104
üm	7026925	3316
ün	7030241	3428
üp	7033669	3444
ür	7037113	2984
ürt	7040097	4207
üs	7044304	2680
üst	7046984	6048
üt	7053032	3608
üv	7056640	3564
üy	7060204	3344
üz	7063548	3424
üç	7066972	4016
üð	7070988	4160
üþ	7075148	3872
ð	7079020	1542
ða	7080562	3520
ðal	7084082	3256
ðan	7087338	4816
ðaç	7092154	6297
ðe	7098451	3279
ðem	7101730	4992
ðer	7106722	3120
ði	7109842	2765
ðil	7112607	3184
ðin	7115791	2686
ðo	7118477	3552
ðol	7122029	4052
ðu	7126081	3752
ðuk	7129833	4209
ðun	7134042	3576
ður	7137618	3120
ðus	7140738	2552
ðuz	7143290	3553
ðö	7146843	3744
ðü	7150587	3348
ðün	7153935	4305
ðüt	7158240	4967
ðý	7163207	3248
ðýl	7166455	4483
ðýr	7170938	3957
ðýt	7174895	2508
ðýy	7177403	3509
ðýz	7180912	4150
ý	7185062	3460
ýb	7188522	4240
ýc	7192762	3768
ýd	7196530	3968
ýf	7200498	2936
ýg	7203434	3568
ýh	7207002	2824
ýj	7209826	4448
ýk	7214274	3968
ýl	7218242	3200
ýlýk	7221442	6192
ým	7227634	3676
ýn	7231310	3136
ýp	7234446	4160
ýr	7238606	4240
ýrk	7242846	4875
ýrz	7247721	5088
ýs	7252809	4016
ýt	7256825	4048
ýv	7260873	3392
ýy	7264265	3640
ýz	7267905	3360
ýç	7271265	4048
ýð	7275313	3864
ýþ	7279177	3944
ýþýk	7283121	5840
þ	7288961	2376
þa	7291337	3133
þak	7294470	4341
þal	7298811	5247
þam	7304058	5127
þan	7309185	4512
þar	7313697	5008
þarj	7318705	7775
þart	7326480	5462
þe	7331942	3743
þek	7335685	4528
þem	7340213	4605
þems	7344818	7520
þen	7352338	4912
þer	7357250	3984
þes	7361234	6800
þey	7368034	4672
þeyh	7372706	4924
þi	7377630	3524
þik	7381154	3744
þil	7384898	4083
þim	7388981	4647
þin	7393628	4685
þing	7398313	3294
þir	7401607	4767
þit	7406374	3296
þiþ	7409670	3543
þnit	7413213	5392
þnor	7418605	5536
þo	7424141	4256
þok	7428397	5118
þon	7433515	4784
þot	7438299	3984
þu	7442283	3912
þum	7446195	5695
þun	7451890	4464
þuþ	7456354	6639
þâl	7462993	5247
þî	7468240	6174
þö	7474414	4416
þöl	7478830	3920
þört	7482750	7008
þöy	7489758	4952
þöð	7494710	3753
þû	7498463	4112
þü	7502575	3968
þük	7506543	4575
þül	7511118	3072
þün	7514190	3787
þür	7517977	5632
þý	7523609	4256
þýk	7527865	3710
þým	7531575	4480
þýn	7536055	4632
þþ	7540687	1456
